pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
7.29,2.62,0.78,7.99,0,TRUE
7.31,2.79,0.72,7.16,0,TRUE
7.93,1.14,0.5,7.56,25,TRUE
8.5,1.31,1.0,7.91,50,TRUE
7.66,1.79,0.67,7.72,50,TRUE
7.23,1.84,0.55,7.3,25,TRUE
7.61,3.61,0.98,7.86,50,TRUE
7.31,3.81,0.68,7.31,0,TRUE
8.61,2.53,0.67,7.21,50,TRUE
6.94,4.48,15.89,6.85,50,FALSE
7.15,4.56,0.71,7.73,50,TRUE
7.57,1.44,0.6,7.44,0,TRUE
8.09,2.42,0.51,7.64,50,TRUE
7.52,1.59,0.59,7.85,25,TRUE
7.22,4.3,0.79,7.04,0,TRUE
7.34,2.46,0.94,7.92,25,TRUE
7.4,2.14,0.97,7.06,50,TRUE
8.96,3.12,0.86,6.62,50,TRUE
7.26,3.63,0.67,7.75,50,TRUE
8.01,4.82,0.7,7.92,0,TRUE
7.68,4.49,0.59,7.82,50,TRUE
7.25,3.56,0.53,7.8,0,TRUE
7.45,1.31,17.85,6.73,50,FALSE
7.66,4.82,0.71,7.89,50,TRUE
7.24,4.76,0.77,7.04,25,TRUE
7.95,3.25,0.95,6.98,50,TRUE
7.65,4.38,0.8,6.52,0,TRUE
7.09,3.75,0.65,6.57,25,TRUE
6.35,2.73,0.97,6.56,25,TRUE
7.48,4.71,0.85,6.98,25,TRUE
6.87,4.21,0.57,7.07,0,TRUE
6.58,1.95,0.98,7.95,25,TRUE
8.82,3.26,0.82,7.11,50,TRUE
7.13,2.62,0.95,6.6,50,TRUE
6.7,4.77,0.71,7.55,0,TRUE
6.65,4.48,11.02,6.9,0,FALSE
8.68,3.21,0.59,7.91,50,TRUE
7.71,3.64,0.84,7.48,50,TRUE
6.29,3.12,0.74,6.94,25,TRUE
8.83,2.31,0.92,7.45,50,TRUE
8.05,4.17,0.68,7.52,0,TRUE
6.61,3.72,0.63,7.32,0,TRUE
8.19,2.69,0.91,6.93,0,TRUE
8.74,2.38,0.67,6.83,50,TRUE
7.85,2.77,0.63,7.7,25,TRUE
6.92,3.93,0.92,7.25,25,TRUE
6.54,3.86,0.91,7.2,25,TRUE
7.32,2.42,0.76,6.8,50,TRUE
12.26,1.39,0.91,7.71,50,FALSE
7.59,1.23,0.7,7.84,50,TRUE
6.83,1.91,0.59,7.29,25,TRUE
8.85,4.72,0.98,6.85,50,TRUE
7.34,4.84,0.55,7.08,25,TRUE
7.55,3.92,0.94,6.65,25,TRUE
7.56,4.7,0.7,7.09,50,TRUE
7.6,3.42,0.95,7.42,50,TRUE
7.2,4.12,0.67,7.45,50,TRUE
7.42,3.13,0.65,6.91,50,TRUE
8.49,1.14,0.96,6.83,0,TRUE
7.52,4.02,0.64,6.53,50,TRUE
7.45,1.5,0.74,6.92,25,TRUE
7.37,1.31,0.87,17.78,50,FALSE
7.72,2.67,0.79,7.59,25,TRUE
7.16,4.31,0.7,7.19,25,TRUE
7.98,4.03,0.52,6.67,0,TRUE
7.65,3.27,0.92,7.23,50,TRUE
7.97,1.39,0.82,7.89,25,TRUE
8.42,4.29,0.97,6.71,0,TRUE
6.88,1.39,0.87,7.42,25,TRUE
6.26,2.11,0.96,7.49,25,TRUE
6.58,1.32,0.55,7.89,25,TRUE
8.02,1.11,0.82,6.79,0,TRUE
8.44,4.04,0.68,6.66,0,TRUE
8.87,4.37,0.64,6.96,50,TRUE
7.4,1.47,0.74,13.93,25,FALSE
7.1,1.0,0.52,6.72,50,TRUE
8.05,1.75,0.61,6.73,0,TRUE
7.8,3.68,0.74,6.96,25,TRUE
7.98,4.63,0.66,6.67,25,TRUE
6.81,1.99,0.76,7.07,0,TRUE
7.25,2.87,1.0,7.25,50,TRUE
7.65,2.08,0.74,7.13,0,TRUE
7.81,4.54,0.67,7.26,25,TRUE
7.74,3.85,0.59,6.65,0,TRUE
6.67,1.15,0.72,7.24,0,TRUE
6.44,1.73,0.66,7.27,25,TRUE
7.52,4.23,0.78,7.83,0,TRUE
7.15,2.26,0.6,15.76,0,FALSE
7.69,1.3,0.91,7.57,50,TRUE
7.2,1.33,0.76,7.23,0,TRUE
8.41,3.37,0.84,7.76,50,TRUE
8.29,1.51,0.83,6.83,0,TRUE
7.04,2.99,0.78,7.14,25,TRUE
7.0,4.49,0.69,6.84,0,TRUE
6.96,4.78,0.94,7.87,25,TRUE
7.87,3.87,0.94,6.54,25,TRUE
7.99,2.2,0.97,6.76,50,TRUE
7.07,1.67,0.97,6.73,0,TRUE
7.19,2.08,0.8,7.12,50,TRUE
8.24,3.31,0.74,6.78,0,TRUE
6.61,4.03,0.68,7.66,0,FALSE
6.58,3.6,0.66,7.25,0,TRUE
8.64,4.91,0.88,7.99,50,TRUE
8.46,4.32,0.55,7.08,0,TRUE
6.85,4.12,0.57,7.42,25,TRUE
7.22,2.06,0.66,7.16,0,TRUE
7.86,1.97,0.82,7.83,25,TRUE
7.38,2.53,0.64,7.46,25,TRUE
7.53,4.21,0.86,7.61,50,TRUE
7.78,3.85,0.95,6.92,0,TRUE
8.42,3.7,0.62,7.91,0,TRUE
8.52,1.81,0.57,6.6,50,TRUE
7.46,3.2,0.73,7.72,0,TRUE
6.69,4.27,19.85,7.86,0,FALSE
8.34,1.8,0.69,6.79,50,TRUE
6.73,1.83,0.59,7.37,25,TRUE
8.8,4.45,0.69,7.82,50,TRUE
8.18,3.09,0.81,7.15,0,TRUE
7.2,3.2,0.77,7.77,25,TRUE
6.31,2.85,0.68,7.13,25,TRUE
7.95,2.65,0.59,7.35,25,TRUE
7.87,4.62,0.72,7.06,25,TRUE
6.28,4.85,0.58,6.54,25,TRUE
8.48,2.17,0.5,7.57,0,TRUE
8.41,2.13,0.92,7.74,0,TRUE
8.39,3.57,0.6,6.95,50,TRUE
7.98,1.35,0.98,15.8,50,FALSE
6.88,4.08,0.93,7.33,25,TRUE
7.75,4.58,0.91,7.48,0,TRUE
7.26,5.0,0.83,7.88,0,TRUE
7.58,2.98,0.91,7.21,50,TRUE
8.41,4.02,0.64,6.9,0,TRUE
7.46,3.33,0.92,7.71,0,TRUE
6.68,4.81,0.57,6.99,25,TRUE
7.19,2.53,0.76,7.92,50,TRUE
7.99,2.18,0.63,7.75,25,TRUE
7.7,2.66,0.99,7.16,25,TRUE
6.85,2.48,0.8,6.52,0,TRUE
8.42,3.14,0.99,7.37,0,TRUE
10.44,1.22,0.68,7.12,0,FALSE
8.42,2.4,0.58,7.5,0,TRUE
7.5,1.03,0.8,7.31,50,TRUE
8.69,2.53,0.97,6.76,50,TRUE
7.56,4.33,0.84,6.62,25,TRUE
7.29,3.85,0.89,6.5,50,TRUE
8.03,2.0,0.55,7.68,0,TRUE
6.55,3.26,0.73,6.51,0,TRUE
6.47,1.51,0.83,7.99,25,TRUE
8.04,1.68,0.52,7.92,0,TRUE
8.78,3.28,0.54,7.84,50,TRUE
8.97,2.17,0.66,7.52,50,TRUE
6.69,3.46,0.54,7.89,0,TRUE
6.62,13.44,0.73,7.06,25,FALSE
6.62,2.15,0.86,7.6,0,TRUE
7.41,2.61,0.75,7.63,25,TRUE
6.19,3.16,0.8,7.84,25,TRUE
8.05,1.89,0.54,6.62,25,TRUE
7.63,2.21,0.98,7.33,50,TRUE
8.37,1.24,0.83,7.0,0,TRUE
7.78,3.42,0.82,6.75,0,TRUE
6.43,3.1,0.5,6.64,25,TRUE
7.84,4.82,0.88,6.89,50,TRUE
8.49,1.93,0.96,6.85,0,TRUE
7.75,2.67,0.71,6.93,50,TRUE
6.89,3.23,0.66,7.87,25,TRUE
7.17,10.71,0.54,6.6,0,FALSE
8.14,1.36,0.73,7.92,0,TRUE
7.61,2.28,0.75,7.58,0,TRUE
8.3,3.91,0.95,7.92,50,TRUE
7.81,1.69,0.52,6.56,50,TRUE
7.88,2.6,0.77,7.21,25,TRUE
6.75,2.53,0.52,6.68,0,TRUE
8.03,3.94,0.8,7.44,0,TRUE
7.14,3.94,0.63,7.8,25,TRUE
6.67,2.06,0.83,7.91,0,TRUE
6.65,4.34,0.65,7.95,25,TRUE
7.73,2.04,0.7,7.56,25,TRUE
6.52,3.06,0.94,6.9,0,TRUE
10.9,4.25,0.57,8.0,50,FALSE
8.55,2.28,0.9,7.51,50,TRUE
6.54,2.45,0.76,7.83,25,TRUE
6.56,2.48,0.57,6.94,25,TRUE
6.79,4.63,0.85,7.43,0,TRUE
6.95,4.73,0.91,7.68,25,TRUE
8.08,2.9,0.98,6.99,25,TRUE
7.35,2.62,0.75,6.62,0,TRUE
6.75,1.72,0.52,6.99,25,TRUE
7.27,3.62,0.79,7.85,0,TRUE
8.34,4.12,0.58,8.0,50,TRUE
7.39,3.04,0.86,7.83,25,TRUE
7.25,3.73,0.78,7.43,0,TRUE
12.56,4.24,0.63,7.16,25,FALSE
6.5,2.93,0.86,7.04,25,TRUE
7.8,4.6,0.92,6.95,0,TRUE
7.73,2.99,0.94,7.08,50,TRUE
7.19,3.8,0.75,7.69,25,TRUE
7.75,1.06,0.83,7.98,50,TRUE
7.07,2.56,0.52,7.37,0,TRUE
7.77,3.17,0.64,6.57,0,TRUE
6.77,2.14,0.55,6.99,0,TRUE
6.53,4.66,0.55,6.7,0,TRUE
7.91,2.01,0.95,6.59,50,TRUE
6.37,2.02,0.88,7.84,25,TRUE
7.66,2.34,0.78,6.67,0,TRUE
10.47,3.04,0.75,7.9,0,FALSE
6.83,2.07,0.8,7.43,0,TRUE
8.72,2.73,0.58,7.28,50,TRUE
8.06,1.35,0.98,7.55,0,TRUE
6.97,1.54,1.0,6.54,0,TRUE
6.2,4.92,0.88,6.99,25,TRUE
7.66,4.22,0.75,6.91,0,TRUE
7.6,2.95,0.61,6.76,25,TRUE
7.77,4.25,0.69,7.67,25,TRUE
8.75,2.29,0.74,6.88,50,TRUE
7.66,3.43,0.96,7.89,25,TRUE
6.32,3.47,0.54,7.12,25,TRUE
8.59,3.28,0.84,6.98,50,TRUE
7.22,2.63,0.63,7.49,50,FALSE
7.76,2.18,0.53,7.33,0,TRUE
7.66,1.49,0.89,7.74,0,TRUE
7.44,3.62,0.7,6.75,50,TRUE
8.09,4.75,0.59,7.88,25,TRUE
8.21,1.46,0.9,6.95,50,TRUE
6.9,3.09,0.56,6.76,0,TRUE
7.12,2.98,0.62,7.01,25,TRUE
7.02,3.53,0.76,7.1,50,TRUE
8.69,4.39,0.96,7.14,50,TRUE
8.2,3.9,0.6,7.72,50,TRUE
6.29,2.22,0.88,7.26,25,TRUE
7.99,2.23,0.68,7.3,25,TRUE
11.01,4.63,0.64,7.39,0,FALSE
6.22,1.05,0.93,7.2,25,TRUE
7.22,2.05,0.89,7.6,50,TRUE
7.76,2.94,0.81,7.99,50,TRUE
8.97,3.88,0.51,7.86,50,TRUE
6.54,3.4,0.93,7.07,25,TRUE
6.86,2.34,0.65,7.6,25,TRUE
8.19,1.87,0.59,7.74,50,TRUE
7.98,2.98,0.71,6.64,50,TRUE
7.92,4.34,0.96,7.54,0,TRUE
7.53,3.24,0.94,7.88,0,TRUE
6.49,4.04,0.57,7.3,25,TRUE
8.92,1.78,0.8,6.58,50,TRUE
6.5,4.42,0.5,13.36,25,FALSE
6.72,4.3,0.74,7.33,0,TRUE
6.73,1.89,0.62,7.35,25,TRUE
7.4,3.85,0.83,7.82,25,TRUE
8.05,1.73,0.68,7.49,50,TRUE
7.61,4.33,0.58,7.55,0,TRUE
7.57,4.03,0.6,6.88,25,TRUE
7.59,4.69,0.61,7.45,50,TRUE
7.56,4.7,0.76,6.95,50,TRUE
7.61,4.28,0.92,7.02,0,TRUE
7.57,1.49,0.66,7.97,50,TRUE
7.19,1.96,0.78,7.0,25,TRUE
7.32,1.8,0.62,7.41,25,TRUE
7.94,3.75,18.39,7.4,0,FALSE
8.04,1.6,0.64,7.47,25,TRUE
6.63,3.76,0.93,7.78,0,TRUE
7.84,2.82,0.93,6.8,0,TRUE
6.39,3.56,0.82,7.18,25,TRUE
7.28,1.13,0.69,7.6,0,TRUE
6.85,3.01,0.73,6.61,25,TRUE
7.45,2.69,0.59,7.21,25,TRUE
6.3,4.41,0.64,7.32,25,TRUE
7.52,1.84,0.86,6.82,50,TRUE
6.86,3.26,0.77,7.11,0,TRUE
6.12,2.4,0.73,6.55,25,TRUE
7.75,3.69,0.8,7.09,0,TRUE
7.32,7.79,0.56,6.76,0,FALSE
6.5,1.73,0.71,7.23,25,TRUE
7.78,2.35,0.95,6.85,50,TRUE
7.87,2.57,0.91,7.94,50,TRUE
8.02,4.99,0.94,7.07,25,TRUE
7.89,1.26,0.78,6.86,0,TRUE
8.73,4.39,0.83,7.51,50,TRUE
7.4,3.95,0.84,7.21,25,TRUE
7.43,2.09,0.81,6.82,50,TRUE
8.23,2.46,0.81,7.95,50,TRUE
6.8,1.11,0.8,6.68,0,TRUE
7.24,4.28,0.69,7.43,50,TRUE
6.64,4.14,0.66,7.06,25,TRUE
7.01,17.87,0.56,6.84,50,FALSE
6.82,3.04,0.6,7.14,25,TRUE
7.03,2.51,0.87,6.74,25,TRUE
7.65,3.45,0.82,6.9,0,TRUE
7.55,3.21,0.78,7.59,0,TRUE
8.84,3.82,0.74,7.04,50,TRUE
7.74,3.93,0.61,6.7,25,TRUE
7.61,1.38,0.75,7.24,50,TRUE
6.65,3.35,0.56,6.88,0,TRUE
7.13,3.16,0.52,7.46,25,TRUE
8.32,3.11,0.9,6.57,50,TRUE
7.44,3.01,0.58,7.1,25,TRUE
6.11,3.43,0.65,7.99,25,TRUE
7.43,8.72,0.9,7.17,25,FALSE
6.56,2.76,0.7,7.13,25,TRUE
6.61,3.63,0.75,6.96,25,TRUE
8.32,3.51,0.96,7.76,0,TRUE
6.72,4.28,0.75,6.88,0,TRUE
8.92,4.81,0.87,7.32,50,TRUE
8.61,3.84,0.96,7.52,50,TRUE
6.97,2.03,0.53,6.78,0,TRUE
8.12,2.88,0.93,6.95,0,TRUE
8.59,2.81,0.56,7.61,50,TRUE
6.57,3.97,0.65,7.06,25,TRUE
7.5,4.25,0.81,7.68,50,TRUE
7.79,4.15,0.52,7.95,50,TRUE
7.96,1.78,0.78,7.58,0,FALSE
7.81,2.18,0.81,7.52,25,TRUE
7.86,2.46,0.71,7.52,25,TRUE
7.74,2.42,0.97,7.8,0,TRUE
7.71,2.97,0.59,7.15,50,TRUE
7.38,1.52,0.92,7.24,0,TRUE
8.5,3.27,0.67,6.7,50,TRUE
7.17,1.84,0.86,7.69,0,TRUE
6.63,4.48,0.79,7.12,0,TRUE
7.71,3.75,0.53,6.54,0,TRUE
8.08,3.84,0.57,7.4,0,TRUE
7.17,1.05,0.52,7.41,0,TRUE
8.9,3.25,0.51,7.54,50,TRUE
7.57,4.52,0.61,10.27,50,FALSE
7.51,1.24,0.72,7.26,50,TRUE
6.3,1.64,0.73,7.35,25,TRUE
7.33,1.17,0.99,6.5,50,TRUE
7.12,1.9,0.96,7.62,50,TRUE
7.57,3.36,0.75,6.91,50,TRUE
8.13,1.45,0.66,7.28,0,TRUE
7.39,4.91,0.52,7.1,25,TRUE
6.91,3.0,0.65,6.69,25,TRUE
7.29,3.78,0.78,7.17,25,TRUE
7.2,3.02,0.57,6.9,25,TRUE
7.25,3.93,0.7,7.48,50,TRUE
7.75,4.28,0.53,7.3,0,TRUE
7.71,1.65,0.89,7.39,0,FALSE
7.34,2.2,0.83,6.88,0,TRUE
6.46,2.35,0.6,6.62,25,TRUE
6.72,3.51,0.64,7.74,0,TRUE
7.1,1.19,0.98,6.84,50,TRUE
7.53,2.48,0.88,7.88,0,TRUE
6.5,2.97,0.62,6.72,25,TRUE
7.27,2.9,0.51,6.93,50,TRUE
7.64,3.73,0.64,6.63,50,TRUE
7.18,4.38,0.92,6.74,0,TRUE
8.81,2.41,0.74,7.57,50,TRUE
8.71,3.1,0.84,7.6,50,TRUE
7.7,3.38,0.64,7.38,50,TRUE
7.06,4.91,0.62,7.97,25,FALSE
7.81,3.79,0.57,6.74,25,TRUE
8.18,1.12,0.84,6.68,0,TRUE
8.11,3.11,0.66,7.71,50,TRUE
7.99,2.23,0.8,7.39,0,TRUE
7.51,1.64,0.94,6.85,25,TRUE
7.8,3.14,0.7,7.97,0,TRUE
8.25,4.16,0.59,7.15,50,TRUE
7.76,4.41,0.54,6.52,50,TRUE
8.0,4.49,0.52,7.38,25,TRUE
7.14,4.86,0.79,6.95,25,TRUE
8.19,3.34,0.76,7.7,0,TRUE
8.43,1.57,0.97,7.34,50,TRUE
7.26,13.77,0.78,7.74,50,FALSE
8.7,2.5,0.97,7.22,50,TRUE
7.1,1.38,0.77,7.07,0,TRUE
7.57,1.5,0.54,7.63,25,TRUE
7.48,3.6,0.84,7.02,25,TRUE
7.21,1.44,0.7,7.38,25,TRUE
7.81,1.73,0.81,7.35,50,TRUE
7.21,4.05,0.94,6.54,0,TRUE
6.21,1.33,0.68,7.78,25,TRUE
8.89,3.2,0.69,7.35,50,TRUE
7.21,2.97,0.6,7.81,50,TRUE
7.85,2.38,0.94,7.22,0,TRUE
7.08,3.04,0.82,7.77,50,TRUE
7.68,3.46,0.88,6.62,0,FALSE
6.68,3.3,0.86,7.17,0,TRUE
8.04,3.2,0.77,7.43,50,TRUE
7.65,2.49,0.97,7.67,25,TRUE
7.16,2.72,0.71,6.81,0,TRUE
7.35,3.03,0.66,7.61,50,TRUE
8.24,3.34,0.56,7.92,0,TRUE
8.16,2.25,0.6,7.65,50,TRUE
7.38,1.91,0.87,6.75,0,TRUE
6.41,4.86,0.76,6.98,25,TRUE
6.38,2.32,0.63,7.8,25,TRUE
7.7,4.86,0.85,7.02,0,TRUE
8.12,4.07,0.51,6.57,0,TRUE
7.18,3.19,6.61,7.62,50,FALSE
6.5,5.0,0.6,6.55,0,TRUE
6.32,3.05,0.88,7.19,25,TRUE
6.73,4.6,0.76,6.88,0,TRUE
7.23,3.3,0.8,7.77,50,TRUE
7.43,2.95,0.53,7.58,50,TRUE
8.21,1.35,0.87,7.32,50,TRUE
6.69,1.42,0.91,7.69,0,TRUE
7.65,1.92,0.9,7.93,25,TRUE
8.0,4.24,0.84,7.05,50,TRUE
7.29,4.67,0.91,7.81,25,TRUE
6.76,4.01,0.72,7.57,0,TRUE
8.58,3.83,0.54,7.96,50,TRUE
7.66,3.03,0.76,17.61,50,FALSE
8.34,1.2,0.53,7.28,0,TRUE
7.87,4.19,0.62,7.01,50,TRUE
7.6,4.42,0.92,6.59,0,TRUE
8.65,1.7,0.51,6.91,50,TRUE
8.97,3.64,0.91,7.65,50,TRUE
7.01,3.99,0.94,6.72,25,TRUE
8.37,1.67,0.65,6.63,50,TRUE
8.05,3.63,0.66,7.59,50,TRUE
8.36,4.38,0.64,6.78,50,TRUE
8.0,4.37,0.88,7.07,50,TRUE
6.69,3.72,0.56,6.8,25,TRUE
8.38,3.9,0.67,6.52,0,TRUE
7.81,18.65,0.98,7.54,0,FALSE
7.64,1.79,0.89,7.87,50,TRUE
7.39,4.24,0.94,7.16,25,TRUE
6.69,4.18,0.71,7.24,25,TRUE
7.47,2.68,0.83,6.72,50,TRUE
7.84,3.99,0.8,6.85,25,TRUE
7.73,4.56,0.82,7.92,25,TRUE
8.67,4.28,0.62,7.22,50,TRUE
7.2,1.84,0.82,7.31,0,TRUE
6.93,4.89,0.68,7.48,25,TRUE
8.27,3.44,0.91,6.67,50,TRUE
7.54,4.75,0.56,7.36,0,TRUE
8.15,4.02,0.92,7.18,50,TRUE
9.69,1.19,0.57,7.7,0,FALSE
7.43,3.87,0.75,7.25,0,TRUE
8.33,4.32,0.57,6.83,50,TRUE
8.33,3.24,0.74,7.77,0,TRUE
7.91,3.27,0.73,7.9,25,TRUE
7.58,2.31,0.64,6.64,50,TRUE
7.32,1.78,0.98,7.57,25,TRUE
8.31,1.9,0.76,7.32,0,TRUE
7.73,2.11,0.66,6.99,0,TRUE
7.87,4.3,0.58,7.6,50,TRUE
7.31,2.85,0.61,7.45,50,TRUE
8.36,4.58,0.72,6.5,50,TRUE
8.17,2.84,0.56,6.71,50,TRUE
7.02,2.87,0.61,7.26,25,FALSE
8.68,1.88,0.97,7.88,50,TRUE
6.66,3.78,0.84,7.05,25,TRUE
8.12,4.43,0.64,6.8,0,TRUE
7.34,1.21,0.73,7.78,25,TRUE
6.16,1.84,0.74,6.99,25,TRUE
6.66,4.21,0.63,7.02,0,TRUE
7.64,4.06,0.74,6.89,0,TRUE
8.06,2.19,0.68,7.79,0,TRUE
8.22,4.6,0.64,6.53,0,TRUE
7.19,1.11,0.6,7.76,25,TRUE
7.34,4.25,0.83,7.95,50,TRUE
8.5,3.29,0.88,6.64,50,TRUE
6.66,16.85,0.52,6.61,0,FALSE
6.84,4.76,0.8,6.57,0,TRUE
7.47,2.03,0.85,7.49,0,TRUE
8.68,4.06,0.64,6.54,50,TRUE
7.84,4.88,0.53,7.44,50,TRUE
7.38,1.61,0.91,6.91,50,TRUE
6.52,1.27,0.64,6.76,25,TRUE
7.28,3.93,0.89,7.39,25,TRUE
7.35,3.66,0.52,6.91,0,TRUE
7.51,4.48,0.86,7.02,25,TRUE
8.43,3.56,0.63,7.46,50,TRUE
6.59,2.24,0.64,7.47,25,TRUE
7.08,3.02,0.69,7.78,0,TRUE
7.06,2.65,0.51,7.27,50,FALSE
6.72,1.35,0.71,7.16,0,TRUE
7.24,4.51,0.54,6.56,0,TRUE
6.54,3.12,0.54,7.91,0,TRUE
7.35,4.62,0.77,6.63,50,TRUE
7.87,1.98,0.6,7.49,25,TRUE
7.54,1.26,0.88,6.69,0,TRUE
6.79,1.02,0.75,6.97,25,TRUE
7.44,4.94,0.69,6.58,0,TRUE
6.7,2.62,0.94,6.55,0,TRUE
6.74,3.73,0.88,7.64,25,TRUE
7.52,4.61,0.8,6.51,50,TRUE
8.29,3.59,0.73,7.6,50,TRUE
7.08,19.4,0.87,7.1,0,FALSE
6.98,3.71,0.61,7.99,0,TRUE
6.7,3.54,0.85,6.77,0,TRUE
7.91,2.76,0.5,6.99,25,TRUE
7.73,4.42,0.54,7.07,50,TRUE
7.03,2.39,0.58,7.66,25,TRUE
8.46,1.44,0.98,7.26,0,TRUE
7.13,2.1,0.57,7.92,50,TRUE
7.66,4.46,0.59,6.67,25,TRUE
7.58,2.06,0.92,7.58,0,TRUE
7.23,4.09,0.96,7.95,0,TRUE
6.77,4.28,0.89,7.81,25,TRUE
7.44,3.18,0.96,7.19,50,TRUE
7.56,2.48,10.64,7.42,50,FALSE
7.06,3.32,0.69,7.33,0,TRUE
6.5,1.59,0.52,7.14,25,TRUE
7.82,2.11,0.78,6.88,25,TRUE
8.03,4.18,0.8,7.8,25,TRUE
8.07,2.1,0.87,7.1,25,TRUE
7.02,5.0,0.53,7.54,25,TRUE
8.12,3.92,0.58,7.37,50,TRUE
7.85,2.21,0.77,7.93,25,TRUE
7.12,3.46,0.94,7.77,0,TRUE
7.2,1.39,0.61,7.33,25,TRUE
6.77,4.1,0.62,7.99,0,TRUE
7.73,4.18,0.88,6.82,25,TRUE
12.6,1.78,0.81,6.78,25,FALSE
7.5,1.3,0.66,7.83,25,TRUE
7.77,2.07,0.9,7.26,25,TRUE
7.61,2.12,0.87,7.92,25,TRUE
8.5,2.1,0.92,6.6,0,TRUE
6.67,3.26,0.94,7.36,25,TRUE
7.4,4.66,0.69,7.06,0,TRUE
7.65,1.3,0.65,7.52,50,TRUE
8.85,2.22,0.62,7.47,50,TRUE
7.85,4.5,0.76,7.61,0,TRUE
7.09,4.92,0.7,7.46,25,TRUE
6.76,1.84,0.74,7.76,25,TRUE
7.21,2.07,0.53,7.88,25,TRUE
7.12,7.39,0.58,6.62,25,FALSE
7.44,1.72,0.75,7.05,25,TRUE
6.73,1.16,0.65,7.84,25,TRUE
7.25,1.57,0.84,7.85,50,TRUE
8.29,4.24,0.82,7.12,50,TRUE
6.8,4.95,0.62,6.78,0,TRUE
6.96,4.74,0.59,7.3,0,TRUE
6.55,1.24,0.82,7.34,0,TRUE
6.36,3.85,0.7,6.54,25,TRUE
6.94,1.04,0.99,7.15,25,TRUE
8.06,2.13,0.86,7.35,50,TRUE
8.08,2.39,0.95,7.3,0,TRUE
6.29,1.88,0.69,7.79,25,TRUE
11.36,1.32,0.78,7.1,50,FALSE
8.95,2.3,0.5,7.78,50,TRUE
7.95,3.08,0.79,6.66,50,TRUE
7.27,2.61,0.6,7.24,25,TRUE
6.31,3.13,0.94,6.63,25,TRUE
6.83,1.97,0.55,6.88,0,TRUE
7.28,2.09,0.96,7.89,50,TRUE
8.27,1.17,0.87,6.99,50,TRUE
8.48,2.76,0.7,6.62,50,TRUE
7.06,3.32,0.61,6.89,0,TRUE
7.77,3.1,0.62,6.8,0,TRUE
7.0,3.4,0.73,7.58,50,TRUE
7.05,4.75,0.85,7.06,0,TRUE
6.59,2.52,16.18,7.25,0,FALSE
8.13,2.73,0.67,7.35,0,TRUE
6.45,2.33,0.61,6.92,25,TRUE
6.38,2.71,0.86,7.32,25,TRUE
7.91,2.8,0.82,6.9,25,TRUE
7.44,1.47,0.72,7.59,50,TRUE
7.47,1.33,0.54,6.6,25,TRUE
8.93,4.94,0.62,6.9,50,TRUE
6.45,3.46,0.65,6.97,25,TRUE
7.26,2.52,0.85,6.92,0,TRUE
8.27,3.51,0.88,6.93,0,TRUE
8.51,3.61,0.99,7.72,50,TRUE
6.65,3.02,0.88,7.99,0,TRUE
7.94,2.88,19.38,6.85,25,FALSE
7.77,4.35,0.7,7.04,50,TRUE
8.21,4.58,1.0,7.83,50,TRUE
7.37,1.19,0.87,7.25,25,TRUE
6.11,1.52,0.54,7.06,25,TRUE
8.06,1.16,0.55,7.05,0,TRUE
6.72,2.94,0.88,7.44,0,TRUE
7.41,3.52,0.58,7.45,0,TRUE
8.12,2.64,0.96,6.57,50,TRUE
8.63,1.21,0.82,7.26,50,TRUE
7.02,4.24,0.78,7.74,25,TRUE
7.17,2.56,0.97,6.59,25,TRUE
8.14,3.53,0.97,7.09,50,TRUE
7.5,2.11,17.87,7.99,0,FALSE
7.92,2.92,0.58,7.57,50,TRUE
8.29,4.87,0.98,6.62,0,TRUE
7.07,1.47,0.64,7.35,25,TRUE
8.9,3.95,0.98,7.61,50,TRUE
8.49,3.41,0.92,6.82,0,TRUE
8.81,4.59,0.84,6.52,50,TRUE
7.44,2.1,0.95,7.41,0,TRUE
6.15,4.05,0.56,7.04,25,TRUE
7.82,1.85,0.88,7.96,0,TRUE
8.1,1.13,0.51,7.88,0,TRUE
6.92,3.97,0.84,6.67,0,TRUE
7.18,3.58,0.95,7.76,25,TRUE
7.12,15.77,0.65,6.81,25,FALSE
8.73,2.46,0.89,7.83,50,TRUE
8.64,2.75,0.92,6.98,50,TRUE
8.23,3.38,0.84,7.22,0,TRUE
8.01,1.39,0.64,7.99,50,TRUE
8.1,2.63,0.84,7.81,0,TRUE
6.93,4.7,0.6,6.6,0,TRUE
7.3,4.51,0.57,7.53,25,TRUE
8.13,4.59,0.53,7.19,0,TRUE
6.53,1.95,0.91,7.89,0,TRUE
6.24,1.72,0.59,7.02,25,TRUE
6.56,2.06,0.55,7.23,0,TRUE
7.12,4.23,0.81,7.57,25,TRUE
7.57,15.78,0.78,7.6,0,FALSE
8.63,3.85,0.56,7.4,50,TRUE
7.88,2.14,0.84,7.08,0,TRUE
7.12,4.94,0.55,6.75,0,TRUE
7.97,2.39,0.79,7.29,0,TRUE
6.5,1.33,0.87,7.88,0,TRUE
7.52,2.9,0.89,6.68,0,TRUE
8.41,3.93,0.87,6.68,0,TRUE
7.3,3.69,0.7,7.56,0,TRUE
6.53,1.48,0.59,7.22,25,TRUE
6.47,3.56,0.67,6.7,25,TRUE
7.16,2.42,0.57,7.35,0,TRUE
8.65,4.63,0.56,7.86,50,TRUE
